Filename,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
00032_00025.ppm,57,53,6,5,52,48,1
00032_00026.ppm,59,55,5,5,54,50,1
00032_00027.ppm,62,58,5,6,57,53,1
00032_00028.ppm,69,62,6,5,63,57,1
00032_00029.ppm,75,70,6,6,69,64,1
00033_00000.ppm,27,27,6,5,22,22,1
00033_00001.ppm,27,28,6,6,22,23,1
00033_00002.ppm,27,28,5,5,22,23,1
00033_00003.ppm,29,29,6,5,24,24,1
00033_00004.ppm,29,31,5,6,24,26,1
00033_00005.ppm,29,30,5,5,24,25,1
00033_00006.ppm,29,30,5,5,24,25,1
00033_00007.ppm,30,31,6,5,25,26,1
00033_00008.ppm,30,31,6,5,25,26,1
00033_00009.ppm,30,32,5,5,25,27,1
00033_00010.ppm,32,34,6,6,27,29,1
00033_00011.ppm,32,34,5,5,27,29,1
00033_00012.ppm,33,35,6,6,28,30,1
00033_00013.ppm,33,34,6,5,28,29,1
00033_00014.ppm,33,35,6,6,28,30,1
00033_00015.ppm,34,36,6,6,29,31,1
00033_00016.ppm,34,36,6,6,29,31,1
00033_00017.ppm,34,36,5,5,29,31,1
00033_00018.ppm,34,36,5,5,29,31,1
00033_00019.ppm,35,38,5,6,30,33,1
00033_00020.ppm,37,38,6,5,32,33,1
00033_00021.ppm,35,38,5,6,30,33,1
00033_00022.ppm,36,39,5,6,31,34,1
00033_00023.ppm,38,39,6,5,33,34,1
00033_00024.ppm,39,41,5,5,34,36,1
00033_00025.ppm,41,42,6,5,36,37,1
00033_00026.ppm,41,43,6,6,36,38,1
00033_00027.ppm,41,44,5,6,36,39,1
00033_00028.ppm,44,46,6,6,39,41,1
00033_00029.ppm,45,47,6,6,40,42,1
00034_00000.ppm,26,29,5,6,21,24,1
00034_00001.ppm,27,30,5,6,22,25,1
00034_00002.ppm,29,29,6,5,24,24,1
00034_00003.ppm,29,30,5,5,24,25,1
00034_00004.ppm,32,31,6,5,27,26,1
00034_00005.ppm,32,33,5,5,27,28,1
00034_00006.ppm,32,34,5,6,27,29,1
00034_00007.ppm,32,34,5,6,27,29,1
00034_00008.ppm,34,34,5,5,29,29,1
00034_00009.ppm,35,36,5,5,30,31,1
00034_00010.ppm,36,37,6,6,31,32,1
00034_00011.ppm,35,35,5,5,30,30,1
00034_00012.ppm,36,37,5,6,31,32,1
00034_00013.ppm,37,38,5,6,32,33,1
00034_00014.ppm,39,40,5,5,34,35,1
00034_00015.ppm,40,41,6,6,35,36,1
00034_00016.ppm,40,43,5,6,35,38,1
00034_00017.ppm,43,43,6,5,38,38,1
00034_00018.ppm,45,47,5,5,40,42,1
00034_00019.ppm,46,49,5,6,41,44,1
00034_00020.ppm,48,48,5,5,43,43,1
00034_00021.ppm,52,53,5,5,47,48,1
00034_00022.ppm,56,55,6,5,51,50,1
00034_00023.ppm,60,60,5,5,55,55,1
00034_00024.ppm,64,63,6,5,59,58,1
00034_00025.ppm,71,72,7,7,65,66,1
00034_00026.ppm,75,77,6,7,69,71,1
00034_00027.ppm,82,82,7,7,75,75,1
00034_00028.ppm,91,88,8,7,83,81,1
00034_00029.ppm,107,106,9,10,98,97,1
00035_00000.ppm,33,32,6,5,28,27,1
00035_00001.ppm,32,33,5,6,27,28,1
00035_00002.ppm,35,35,6,6,30,30,1
00035_00003.ppm,35,34,6,5,30,29,1
00035_00004.ppm,34,35,5,6,29,30,1
00035_00005.ppm,35,34,6,5,30,29,1
00035_00006.ppm,35,35,6,6,30,30,1
00035_00007.ppm,36,37,5,6,31,32,1
00035_00008.ppm,36,36,5,5,31,31,1
00035_00009.ppm,38,38,6,6,33,33,1
00035_00010.ppm,37,38,5,6,32,33,1
00035_00011.ppm,37,38,5,6,32,33,1
00035_00012.ppm,37,38,5,6,32,33,1
00035_00013.ppm,38,39,5,6,33,34,1
00035_00014.ppm,39,40,5,6,34,35,1
00035_00015.ppm,40,39,6,5,35,34,1
00035_00016.ppm,42,41,6,5,37,36,1
00035_00017.ppm,45,45,6,6,40,40,1
00035_00018.ppm,46,45,6,5,41,40,1
00035_00019.ppm,48,47,6,5,43,42,1
00035_00020.ppm,50,49,6,5,45,44,1
00035_00021.ppm,52,53,5,6,47,48,1
00035_00022.ppm,54,54,5,5,49,49,1
00035_00023.ppm,57,57,6,6,52,52,1
00035_00024.ppm,58,59,5,6,53,54,1
00035_00025.ppm,64,64,6,6,59,59,1
00035_00026.ppm,65,65,6,6,60,60,1
00035_00027.ppm,76,75,7,6,70,69,1
00035_00028.ppm,81,81,7,7,74,74,1
00035_00029.ppm,88,87,8,7,81,80,1
00036_00000.ppm,28,30,5,6,23,25,1
00036_00001.ppm,29,31,5,6,24,26,1
00036_00002.ppm,31,32,6,6,26,27,1
00036_00003.ppm,32,33,6,6,27,28,1
00036_00004.ppm,32,34,5,6,27,29,1
00036_00005.ppm,33,34,6,6,28,29,1
00036_00006.ppm,34,34,6,6,29,29,1
00036_00007.ppm,34,34,6,6,29,29,1
00036_00008.ppm,34,34,6,6,29,29,1
00036_00009.ppm,36,35,6,6,31,30,1
00036_00010.ppm,35,35,5,6,30,30,1
00036_00011.ppm,38,36,5,5,33,31,1
00036_00012.ppm,39,37,6,6,34,32,1
00036_00013.ppm,39,38,6,5,34,33,1
00036_00014.ppm,41,42,6,6,36,37,1
00036_00015.ppm,43,43,6,6,38,38,1
00036_00016.ppm,45,44,6,5,40,39,1
00036_00017.ppm,45,44,6,5,40,39,1
00036_00018.ppm,46,46,6,6,41,41,1
00036_00019.ppm,46,46,5,5,41,41,1
00036_00020.ppm,48,47,6,5,43,42,1
00036_00021.ppm,50,50,6,6,45,45,1
00036_00022.ppm,53,54,5,6,48,49,1
00036_00023.ppm,55,56,5,6,50,51,1
00036_00024.ppm,56,56,6,6,51,51,1
00036_00025.ppm,63,63,6,5,58,58,1
00036_00026.ppm,68,69,7,7,62,63,1
00036_00027.ppm,73,75,7,7,67,69,1
00036_00028.ppm,76,80,7,8,70,73,1
00036_00029.ppm,83,86,7,7,76,79,1
00037_00000.ppm,29,31,5,6,24,26,1
00037_00001.ppm,28,29,5,5,23,24,1
00037_00002.ppm,29,30,6,6,24,25,1
00037_00003.ppm,28,30,5,6,23,25,1
00037_00004.ppm,31,31,6,6,26,26,1
00037_00005.ppm,30,30,5,5,25,25,1
00037_00006.ppm,33,33,6,6,28,28,1
00037_00007.ppm,33,33,5,6,28,28,1
00037_00008.ppm,32,33,5,6,27,28,1
00037_00009.ppm,33,35,5,6,28,30,1
00037_00010.ppm,34,35,5,6,29,30,1
00037_00011.ppm,36,36,6,6,31,31,1
00037_00012.ppm,36,36,6,6,31,31,1
00037_00013.ppm,36,38,5,6,31,33,1
00037_00014.ppm,37,38,5,5,32,33,1
00037_00015.ppm,39,40,6,6,34,35,1
00037_00016.ppm,38,38,6,6,33,33,1
00037_00017.ppm,41,42,6,6,36,37,1
00037_00018.ppm,42,43,5,5,37,38,1
00037_00019.ppm,43,42,5,5,38,37,1
00037_00020.ppm,45,45,5,5,40,40,1
00037_00021.ppm,47,47,5,5,42,42,1
00037_00022.ppm,50,51,6,6,45,46,1
00037_00023.ppm,49,50,5,5,44,45,1
00037_00024.ppm,54,54,5,5,49,49,1
00037_00025.ppm,55,54,5,5,50,49,1
00037_00026.ppm,59,58,6,6,54,53,1
00037_00027.ppm,63,62,5,5,58,57,1
00037_00028.ppm,70,67,7,6,64,61,1
00037_00029.ppm,75,73,7,6,69,67,1
00038_00000.ppm,45,47,5,6,40,42,1
00038_00001.ppm,45,47,5,6,40,42,1
00038_00002.ppm,45,47,5,5,40,42,1
00038_00003.ppm,46,48,5,5,41,43,1
00038_00004.ppm,48,50,6,6,43,45,1
00038_00005.ppm,48,50,5,5,43,45,1
00038_00006.ppm,49,51,5,5,44,46,1
00038_00007.ppm,49,53,5,6,44,47,1
00038_00008.ppm,50,52,5,5,45,47,1
00038_00009.ppm,51,53,5,5,46,48,1
00038_00010.ppm,52,54,5,6,46,49,1
00038_00011.ppm,53,54,5,5,47,49,1
00038_00012.ppm,54,56,5,6,49,51,1
00038_00013.ppm,56,57,6,6,51,52,1
00038_00014.ppm,57,59,5,5,52,53,1
00038_00015.ppm,59,60,5,5,53,54,1
00038_00016.ppm,61,61,6,5,56,56,1
00038_00017.ppm,63,64,5,5,58,59,1
00038_00018.ppm,65,65,6,6,60,60,1
00038_00019.ppm,71,69,7,7,64,63,1
00038_00020.ppm,71,71,6,7,64,64,1
00038_00021.ppm,73,71,7,6,67,65,1
00038_00022.ppm,77,75,7,6,71,69,1
00038_00023.ppm,82,80,8,8,75,73,1
00038_00024.ppm,86,84,7,7,79,77,1
00038_00025.ppm,92,86,9,7,84,79,1
00038_00026.ppm,95,88,9,7,87,81,1
00038_00027.ppm,99,97,8,9,91,89,1
00038_00028.ppm,105,100,9,9,95,92,1
00038_00029.ppm,112,109,9,10,103,100,1
00039_00000.ppm,27,26,6,5,21,21,1
00039_00001.ppm,27,27,5,5,22,22,1
00039_00002.ppm,27,27,5,5,22,22,1
00039_00003.ppm,29,28,6,5,24,23,1
00039_00004.ppm,29,29,6,6,24,24,1
00039_00005.ppm,29,29,6,6,24,24,1
00039_00006.ppm,30,29,6,6,24,24,1
00039_00007.ppm,30,30,6,6,25,25,1
00039_00008.ppm,30,30,5,5,24,24,1
00039_00009.ppm,31,31,6,6,26,26,1
00039_00010.ppm,31,31,5,5,26,26,1
00039_00011.ppm,31,33,5,6,26,28,1
00039_00012.ppm,33,35,6,6,28,29,1
00039_00013.ppm,35,36,6,6,30,31,1
00039_00014.ppm,36,36,6,6,30,31,1
00039_00015.ppm,35,36,5,5,30,31,1
00039_00016.ppm,36,38,5,5,31,32,1
00039_00017.ppm,38,38,6,5,33,33,1
00039_00018.ppm,39,40,6,5,34,34,1
00039_00019.ppm,41,42,6,6,36,37,1
00039_00020.ppm,43,44,6,6,38,39,1
00039_00021.ppm,44,46,6,6,39,40,1
00039_00022.ppm,46,46,6,5,41,41,1
00039_00023.ppm,48,48,6,6,42,43,1
00039_00024.ppm,50,49,6,5,44,44,1
00039_00025.ppm,52,51,6,5,47,46,1
00039_00026.ppm,54,55,5,5,48,49,1
00039_00027.ppm,58,58,6,5,52,52,1
00039_00028.ppm,61,62,6,6,56,57,1
00039_00029.ppm,65,67,6,6,59,61,1
00040_00000.ppm,27,26,6,6,21,21,1
00040_00001.ppm,26,27,5,6,21,22,1
00040_00002.ppm,27,27,6,6,22,22,1
00040_00003.ppm,27,27,6,6,22,22,1
00040_00004.ppm,26,27,5,5,21,21,1
00040_00005.ppm,27,27,6,6,22,22,1
00040_00006.ppm,26,27,5,6,21,22,1
00040_00007.ppm,28,28,6,6,23,23,1
00040_00008.ppm,29,29,6,6,24,24,1
00040_00009.ppm,30,29,6,5,25,24,1
00040_00010.ppm,31,30,6,5,26,25,1
00040_00011.ppm,31,31,5,5,26,26,1
00040_00012.ppm,31,32,5,6,26,27,1
00040_00013.ppm,31,32,5,6,26,27,1
00040_00014.ppm,32,33,5,5,27,27,1
00040_00015.ppm,33,35,5,6,28,30,1
00040_00016.ppm,35,34,6,5,30,29,1
00040_00017.ppm,36,36,6,6,31,31,1
00040_00018.ppm,38,38,6,6,33,33,1
00040_00019.ppm,39,38,6,5,34,33,1
00040_00020.ppm,39,39,5,5,34,34,1
00040_00021.ppm,40,41,5,5,35,36,1
00040_00022.ppm,43,44,6,6,38,39,1
00040_00023.ppm,44,46,6,6,39,40,1
00040_00024.ppm,48,48,6,5,43,43,1
00040_00025.ppm,50,51,6,6,45,46,1
00040_00026.ppm,52,52,6,6,47,47,1
00040_00027.ppm,55,55,6,6,50,50,1
00040_00028.ppm,59,58,6,5,53,52,1
00040_00029.ppm,62,63,6,6,57,58,1
00041_00000.ppm,27,25,6,5,22,20,1
00041_00001.ppm,27,26,6,5,22,20,1
00041_00002.ppm,27,27,5,6,21,22,1
00041_00003.ppm,28,27,6,5,23,22,1
00041_00004.ppm,28,28,6,6,23,23,1
00041_00005.ppm,27,27,5,5,22,22,1
00041_00006.ppm,28,27,6,5,23,22,1
00041_00007.ppm,28,27,6,5,23,22,1
00041_00008.ppm,27,27,5,5,22,22,1
00041_00009.ppm,29,30,6,6,24,25,1
00041_00010.ppm,30,30,6,5,25,25,1
00041_00011.ppm,30,32,5,6,25,27,1
00041_00012.ppm,30,32,5,6,25,27,1
00041_00013.ppm,32,32,6,6,26,27,1
00041_00014.ppm,31,31,5,5,25,26,1
00041_00015.ppm,33,34,5,5,28,29,1
00041_00016.ppm,35,36,6,6,29,30,1
00041_00017.ppm,35,36,6,6,30,31,1
00041_00018.ppm,36,35,6,5,31,30,1
00041_00019.ppm,36,37,6,5,31,32,1
00041_00020.ppm,37,40,5,6,32,34,1
00041_00021.ppm,39,41,6,6,34,35,1
00041_00022.ppm,40,41,6,5,35,36,1
00041_00023.ppm,42,45,5,5,37,40,1
00041_00024.ppm,44,47,6,5,39,41,1
00041_00025.ppm,44,48,5,6,39,43,1
00041_00026.ppm,47,49,6,5,42,44,1
00041_00027.ppm,49,53,5,6,44,48,1
00041_00028.ppm,53,55,6,5,47,50,1
00041_00029.ppm,57,61,5,6,51,56,1
00042_00000.ppm,27,27,6,6,22,22,1
00042_00001.ppm,27,26,6,5,21,21,1
00042_00002.ppm,26,28,5,6,21,23,1
00042_00003.ppm,27,29,5,6,22,23,1
00042_00004.ppm,28,29,5,6,23,24,1
00042_00005.ppm,29,29,6,6,24,24,1
00042_00006.ppm,29,29,6,5,24,23,1
00042_00007.ppm,30,30,6,6,24,25,1
00042_00008.ppm,30,30,6,6,24,25,1
00042_00009.ppm,31,31,6,5,26,25,1
00042_00010.ppm,31,32,5,6,26,27,1
00042_00011.ppm,33,32,6,5,28,27,1
00042_00012.ppm,33,34,5,6,28,29,1
00042_00013.ppm,35,34,6,5,30,29,1
00042_00014.ppm,35,35,5,6,30,30,1
00042_00015.ppm,37,36,6,5,32,31,1
00042_00016.ppm,37,39,5,6,32,33,1
00042_00017.ppm,40,40,6,5,34,34,1
00042_00018.ppm,40,40,5,5,35,35,1
00042_00019.ppm,43,43,6,6,38,38,1
00042_00020.ppm,45,45,6,6,39,39,1
00042_00021.ppm,45,45,6,5,40,39,1
00042_00022.ppm,48,47,6,5,43,42,1
00042_00023.ppm,50,50,6,5,45,45,1
00042_00024.ppm,53,54,6,6,48,49,1
00042_00025.ppm,55,55,6,5,50,50,1
00042_00026.ppm,58,59,6,5,53,54,1
00042_00027.ppm,62,65,5,6,57,60,1
00042_00028.ppm,69,70,7,6,63,64,1
00042_00029.ppm,75,80,7,8,68,73,1
00043_00000.ppm,26,27,6,5,21,22,1
00043_00001.ppm,27,28,6,6,22,23,1
00043_00002.ppm,26,28,5,6,21,23,1
00043_00003.ppm,27,27,6,5,22,22,1
00043_00004.ppm,27,28,5,5,22,23,1
00043_00005.ppm,28,29,5,5,22,23,1
00043_00006.ppm,29,29,6,5,24,24,1
00043_00007.ppm,29,29,5,5,23,24,1
00043_00008.ppm,30,30,6,6,25,25,1
00043_00009.ppm,30,30,6,6,25,25,1
00043_00010.ppm,31,31,6,6,26,26,1
00043_00011.ppm,32,31,6,5,27,26,1
00043_00012.ppm,32,32,6,5,27,26,1
00043_00013.ppm,33,32,6,5,28,27,1
00043_00014.ppm,36,34,6,5,30,29,1
00043_00015.ppm,37,36,6,6,31,30,1
00043_00016.ppm,37,36,6,6,32,31,1
00043_00017.ppm,38,38,6,6,33,33,1
00043_00018.ppm,40,41,5,6,34,35,1
00043_00019.ppm,41,41,5,6,35,36,1
00043_00020.ppm,41,41,5,5,36,36,1
00043_00021.ppm,43,43,5,5,38,38,1
00043_00022.ppm,47,46,6,6,42,41,1
00043_00023.ppm,50,47,6,5,44,42,1
00043_00024.ppm,51,49,6,5,46,44,1
00043_00025.ppm,52,53,5,6,47,48,1
00043_00026.ppm,57,57,5,5,52,52,1
00043_00027.ppm,61,61,5,5,56,56,1
00043_00028.ppm,68,68,7,7,62,62,1
00043_00029.ppm,71,72,6,7,65,66,1
00044_00000.ppm,29,30,5,6,24,25,1
00044_00001.ppm,30,29,6,5,25,24,1
00044_00002.ppm,31,30,6,5,26,25,1
00044_00003.ppm,31,30,6,5,26,25,1
00044_00004.ppm,32,32,6,6,27,27,1
00044_00005.ppm,32,32,5,5,26,26,1
00044_00006.ppm,33,33,6,6,28,28,1
00044_00007.ppm,33,32,6,5,28,27,1
00044_00008.ppm,32,33,5,5,27,27,1
00044_00009.ppm,35,35,5,5,30,30,1
00044_00010.ppm,37,37,6,6,32,32,1
00044_00011.ppm,38,38,6,6,33,33,1
00044_00012.ppm,39,38,6,5,34,33,1
00044_00013.ppm,38,38,5,5,33,33,1
00044_00014.ppm,40,40,5,5,35,35,1
00044_00015.ppm,41,41,5,5,36,36,1
00044_00016.ppm,43,43,5,5,38,38,1
00044_00017.ppm,45,45,6,5,40,39,1
00044_00018.ppm,47,47,6,6,42,42,1
00044_00019.ppm,50,49,6,5,45,44,1
00044_00020.ppm,53,52,6,5,48,47,1
00044_00021.ppm,55,55,6,6,50,50,1
00044_00022.ppm,56,57,5,6,51,52,1
00044_00023.ppm,62,63,6,6,57,57,1
00044_00024.ppm,64,64,5,5,59,59,1
00044_00025.ppm,74,74,7,7,68,68,1
00044_00026.ppm,81,79,8,7,74,72,1
00044_00027.ppm,92,88,8,7,84,80,1
00044_00028.ppm,108,104,10,9,99,95,1
00044_00029.ppm,120,117,11,11,110,107,1
00045_00000.ppm,27,26,6,6,22,21,1
00045_00001.ppm,28,26,6,5,23,21,1
00045_00002.ppm,28,27,6,6,23,22,1
00045_00003.ppm,27,27,5,6,22,22,1
00045_00004.ppm,29,27,6,6,24,22,1
00045_00005.ppm,27,28,5,6,22,23,1
00045_00006.ppm,28,28,6,6,23,23,1
00045_00007.ppm,29,29,5,6,24,24,1
00045_00008.ppm,31,29,6,6,26,24,1
00045_00009.ppm,30,31,5,6,25,26,1
00045_00010.ppm,31,31,6,6,26,26,1
00045_00011.ppm,31,31,5,5,26,26,1
00045_00012.ppm,33,32,6,6,28,27,1
00045_00013.ppm,33,33,5,5,28,28,1
00045_00014.ppm,35,33,5,5,30,28,1
00045_00015.ppm,37,35,6,5,32,30,1
00045_00016.ppm,38,36,5,5,33,31,1
00045_00017.ppm,38,39,5,6,33,34,1
00045_00018.ppm,40,39,5,5,35,34,1
00045_00019.ppm,42,41,6,5,37,36,1
00045_00020.ppm,44,43,6,6,39,38,1
00045_00021.ppm,47,45,6,5,42,40,1
00045_00022.ppm,49,49,6,6,44,43,1
00045_00023.ppm,50,50,5,6,45,45,1
00045_00024.ppm,52,53,5,6,47,48,1
00045_00025.ppm,57,56,6,5,52,51,1
00045_00026.ppm,61,60,6,5,56,55,1
00045_00027.ppm,67,68,6,7,61,62,1
00045_00028.ppm,70,69,7,6,64,63,1
00045_00029.ppm,75,75,6,6,69,69,1
00046_00000.ppm,31,31,5,5,26,26,1
00046_00001.ppm,33,31,6,5,27,26,1
00046_00002.ppm,33,32,6,5,28,27,1
00046_00003.ppm,33,33,5,5,27,28,1
00046_00004.ppm,33,35,5,5,28,30,1
00046_00005.ppm,33,34,5,5,28,29,1
00046_00006.ppm,33,34,5,5,28,29,1
00046_00007.ppm,35,36,6,6,30,31,1
00046_00008.ppm,36,36,6,5,31,31,1
00046_00009.ppm,35,39,5,6,30,34,1
00046_00010.ppm,37,38,6,6,31,32,1
00046_00011.ppm,37,40,6,6,32,35,1
00046_00012.ppm,39,39,6,5,34,34,1
00046_00013.ppm,39,40,6,5,34,34,1
00046_00014.ppm,38,39,5,5,33,34,1
00046_00015.ppm,40,43,6,6,35,37,1
00046_00016.ppm,41,43,5,6,36,38,1
00046_00017.ppm,43,45,6,5,38,40,1
00046_00018.ppm,42,44,5,5,37,39,1
00046_00019.ppm,44,46,6,5,39,41,1
00046_00020.ppm,46,48,6,5,41,43,1
00046_00021.ppm,46,49,6,6,41,44,1
00046_00022.ppm,46,52,6,6,41,47,1
00046_00023.ppm,47,53,6,6,42,48,1
00046_00024.ppm,49,56,5,6,44,51,1
00046_00025.ppm,50,57,5,6,45,52,1
00046_00026.ppm,51,58,5,5,46,53,1
00046_00027.ppm,56,64,6,6,51,59,1
00046_00028.ppm,56,68,5,7,51,62,1
00046_00029.ppm,58,70,5,7,53,64,1
00047_00000.ppm,27,26,6,5,22,21,1
00047_00001.ppm,27,28,5,6,22,23,1
00047_00002.ppm,28,27,6,5,23,22,1
00047_00003.ppm,28,28,6,6,23,23,1
00047_00004.ppm,29,28,6,5,24,23,1
00047_00005.ppm,29,28,6,5,24,23,1
00047_00006.ppm,29,29,6,6,24,24,1
00047_00007.ppm,29,30,5,6,24,25,1
00047_00008.ppm,29,29,5,5,24,24,1
00047_00009.ppm,29,30,5,6,24,25,1
00047_00010.ppm,30,31,5,6,25,26,1
00047_00011.ppm,30,31,5,6,25,26,1
00047_00012.ppm,30,29,6,5,25,24,1
00047_00013.ppm,29,29,5,5,24,24,1
00047_00014.ppm,33,33,6,6,28,28,1
00047_00015.ppm,33,33,6,6,28,28,1
00047_00016.ppm,33,33,6,6,28,28,1
00047_00017.ppm,31,32,5,6,26,27,1
00047_00018.ppm,35,35,6,6,30,30,1
00047_00019.ppm,34,34,5,5,29,29,1
00047_00020.ppm,34,35,5,6,29,30,1
00047_00021.ppm,34,35,6,6,29,30,1
00047_00022.ppm,34,36,5,6,29,31,1
00047_00023.ppm,37,38,6,6,32,33,1
00047_00024.ppm,37,38,5,5,32,33,1
00047_00025.ppm,39,40,6,6,34,35,1
00047_00026.ppm,40,42,5,6,35,37,1
00047_00027.ppm,43,45,5,6,38,40,1
00047_00028.ppm,46,47,6,5,41,42,1
00047_00029.ppm,48,51,5,6,43,46,1
00048_00000.ppm,28,28,5,6,23,23,1
00048_00001.ppm,29,29,5,6,24,24,1
00048_00002.ppm,30,28,6,5,25,23,1
00048_00003.ppm,30,28,6,5,25,23,1
00048_00004.ppm,30,28,6,5,25,23,1
00048_00005.ppm,31,29,6,5,26,24,1
00048_00006.ppm,31,30,6,5,26,24,1
00048_00007.ppm,31,30,5,5,26,25,1
00048_00008.ppm,32,31,5,5,26,25,1
00048_00009.ppm,34,33,6,6,29,27,1
00048_00010.ppm,35,32,6,5,30,27,1
00048_00011.ppm,35,33,6,6,30,28,1
00048_00012.ppm,34,33,5,6,29,28,1
00048_00013.ppm,35,34,5,6,29,28,1
00048_00014.ppm,35,34,5,6,30,29,1
00048_00015.ppm,36,34,6,6,31,29,1
00048_00016.ppm,35,34,5,6,30,29,1
00048_00017.ppm,35,34,5,6,30,29,1
00048_00018.ppm,36,35,5,6,30,29,1
00048_00019.ppm,36,35,5,6,31,30,1
00048_00020.ppm,38,35,6,5,33,30,1
00048_00021.ppm,39,37,6,6,33,31,1
00048_00022.ppm,38,37,5,5,33,31,1
00048_00023.ppm,42,39,6,5,36,33,1
00048_00024.ppm,44,41,6,5,38,35,1
00048_00025.ppm,44,41,6,5,39,36,1
00048_00026.ppm,45,42,6,5,40,37,1
00048_00027.ppm,46,44,5,5,41,39,1
00048_00028.ppm,50,47,6,6,45,42,1
00048_00029.ppm,50,48,5,6,45,43,1
00049_00000.ppm,30,30,6,6,25,25,1
00049_00001.ppm,29,30,5,6,24,25,1
00049_00002.ppm,29,30,5,5,24,24,1
00049_00003.ppm,30,30,5,5,25,25,1
00049_00004.ppm,30,30,5,5,25,25,1
00049_00005.ppm,30,30,5,5,25,25,1
00049_00006.ppm,32,31,6,6,26,26,1
00049_00007.ppm,31,31,5,5,26,26,1
00049_00008.ppm,31,32,5,6,26,27,1
00049_00009.ppm,32,32,5,5,27,27,1
00049_00010.ppm,33,33,5,5,28,28,1
00049_00011.ppm,35,35,6,5,30,29,1
00049_00012.ppm,37,36,6,5,31,30,1
00049_00013.ppm,37,38,5,6,31,32,1
00049_00014.ppm,39,37,6,5,33,32,1
00049_00015.ppm,40,39,6,5,34,33,1
00049_00016.ppm,40,40,5,6,34,35,1
00049_00017.ppm,40,40,5,5,35,35,1
00049_00018.ppm,42,42,5,5,36,36,1
00049_00019.ppm,43,43,5,6,37,38,1
00049_00020.ppm,45,45,6,6,40,40,1
00049_00021.ppm,45,45,5,5,40,40,1
00049_00022.ppm,48,48,6,5,43,43,1
00049_00023.ppm,49,50,6,6,44,45,1
00049_00024.ppm,52,50,6,5,47,45,1
00049_00025.ppm,55,54,6,6,50,49,1
00049_00026.ppm,58,56,6,5,53,51,1
00049_00027.ppm,60,59,5,5,55,54,1
00049_00028.ppm,68,65,6,6,61,59,1
00049_00029.ppm,74,71,6,6,67,65,1
00050_00000.ppm,26,26,5,6,20,21,1
00050_00001.ppm,26,26,5,5,21,21,1
00050_00002.ppm,26,26,5,5,21,21,1
00050_00003.ppm,27,26,6,5,22,21,1
00050_00004.ppm,28,27,6,5,23,22,1
00050_00005.ppm,28,27,6,5,23,22,1
00050_00006.ppm,28,28,6,5,23,22,1
00050_00007.ppm,29,29,6,6,24,24,1
00050_00008.ppm,28,29,5,6,23,24,1
00050_00009.ppm,30,30,6,6,25,25,1
00050_00010.ppm,30,30,6,5,25,24,1
00050_00011.ppm,31,31,6,5,26,25,1
00050_00012.ppm,32,31,6,5,27,26,1
00050_00013.ppm,33,33,6,6,27,27,1
00050_00014.ppm,33,34,6,6,28,28,1
00050_00015.ppm,34,33,5,5,28,28,1
00050_00016.ppm,35,35,5,5,30,30,1
00050_00017.ppm,36,38,5,6,31,33,1
00050_00018.ppm,37,39,5,6,32,34,1
00050_00019.ppm,39,40,6,6,34,35,1
00050_00020.ppm,40,41,6,6,35,36,1
00050_00021.ppm,40,40,6,5,35,35,1
00050_00022.ppm,41,44,5,6,36,39,1
00050_00023.ppm,43,44,5,5,38,39,1
00050_00024.ppm,47,47,6,6,42,41,1
00050_00025.ppm,50,49,6,6,45,44,1
00050_00026.ppm,52,51,6,5,46,46,1
00050_00027.ppm,52,57,5,6,47,52,1
00050_00028.ppm,57,63,5,6,52,58,1
00050_00029.ppm,60,67,6,6,54,61,1
00051_00000.ppm,31,29,6,5,26,24,1
00051_00001.ppm,30,30,5,6,25,25,1
00051_00002.ppm,29,29,5,6,24,24,1
00051_00003.ppm,31,30,6,6,26,25,1
00051_00004.ppm,34,33,6,6,29,28,1
00051_00005.ppm,33,33,5,6,27,28,1
00051_00006.ppm,34,33,6,6,29,28,1
00051_00007.ppm,35,34,6,6,30,29,1
00051_00008.ppm,34,34,5,6,29,29,1
00051_00009.ppm,36,35,5,5,31,30,1
00051_00010.ppm,39,38,5,5,34,33,1
00051_00011.ppm,40,40,5,6,34,35,1
00051_00012.ppm,40,40,5,5,35,34,1
00051_00013.ppm,42,42,5,5,37,37,1
00051_00014.ppm,45,43,6,5,39,37,1
00051_00015.ppm,46,45,6,5,41,39,1
00051_00016.ppm,47,46,6,5,41,40,1
00051_00017.ppm,47,47,5,5,42,42,1
00051_00018.ppm,51,51,6,6,46,46,1
00051_00019.ppm,52,51,6,6,46,46,1
00051_00020.ppm,55,54,6,5,50,49,1
00051_00021.ppm,60,58,6,5,55,53,1
00051_00022.ppm,63,62,6,6,58,57,1
00051_00023.ppm,68,67,6,6,62,61,1
00051_00024.ppm,74,72,7,6,68,66,1
00051_00025.ppm,82,81,8,8,75,74,1
00051_00026.ppm,86,87,7,8,79,80,1
00051_00027.ppm,101,98,9,8,92,90,1
00051_00028.ppm,113,110,9,10,103,101,1
00051_00029.ppm,132,124,12,10,121,114,1
00052_00000.ppm,52,52,5,5,47,47,1
00052_00001.ppm,52,54,5,6,47,48,1
00052_00002.ppm,53,53,6,5,48,48,1
00052_00003.ppm,53,55,5,6,48,49,1
00052_00004.ppm,54,55,5,6,49,50,1
00052_00005.ppm,55,55,5,5,50,50,1
